codigo_region,region,codigo_comuna,comuna,poblacion_2024,hogares_2024,viviendas_2024,hombres_2024,mujeres_2024,edad_0_14,edad_15_29,edad_30_44,edad_45_64,edad_65_mas,promedio_personas_hogar,viviendas_por_hogar,macrozona_rm,viviendas_particulares_ocupadas,viviendas_particulares_desocupadas,viviendas_colectivas,personas_por_vivienda,porcentaje_mujeres,porcentaje_hombres,porcentaje_adultos_mayores,porcentaje_menores_15,comuna_norm
6,Libertador General Bernardo O'Higgins,6110,Mostazal,27394,9140,10162,13521,13873,5128,5688,5563,7055,3960,2.9972,1.1118,,9297,865,0,2.6957,50.6425,49.3575,14.4557,18.7194,MOSTAZAL
6,Libertador General Bernardo O'Higgins,6111,Olivar,13901,4713,5250,6870,7031,2478,2775,2875,3692,2081,2.9495,1.1139,,4874,376,0,2.6478,50.5791,49.4209,14.9701,17.8261,OLIVAR
6,Libertador General Bernardo O'Higgins,6112,Peumo,14243,4867,5305,7115,7128,2433,2600,2953,3897,2360,2.9264,1.09,,4932,373,0,2.6848,50.0456,49.9544,16.5695,17.0821,PEUMO
6,Libertador General Bernardo O'Higgins,6113,Pichidegua,20363,7253,7994,10152,10211,3458,3595,3953,5643,3714,2.8075,1.1022,,7301,693,0,2.5473,50.1449,49.8551,18.239,16.9818,PICHIDEGUA
6,Libertador General Bernardo O'Higgins,6114,Quinta De Tilcoco,13558,4856,5254,6648,6910,2283,2432,2934,3702,2207,2.792,1.082,,4807,447,0,2.5805,50.9662,49.0338,16.2782,16.8388,QUINTA DE TILCOCO
6,Libertador General Bernardo O'Higgins,6115,Rengo,63620,22445,25231,30925,32695,12203,12784,14456,15381,8796,2.8345,1.1241,,23556,1675,0,2.5215,51.3911,48.6089,13.8258,19.1811,RENGO
6,Libertador General Bernardo O'Higgins,6116,Requinoa,29508,9858,10515,14588,14920,5620,5871,6284,7855,3878,2.9933,1.0666,,9932,583,0,2.8063,50.5626,49.4374,13.1422,19.0457,REQUINOA
6,Libertador General Bernardo O'Higgins,6117,San Vicente,49559,17860,19297,24340,25219,8485,8889,10258,13395,8532,2.7749,1.0805,,17770,1527,0,2.5682,50.8868,49.1132,17.2158,17.121,SAN VICENTE
6,Libertador General Bernardo O'Higgins,6201,Pichilemu,19847,7752,15015,9744,10103,3565,3132,4737,5149,3264,2.5602,1.9369,,8228,6787,0,1.3218,50.9044,49.0956,16.4458,17.9624,PICHILEMU
6,Libertador General Bernardo O'Higgins,6202,La Estrella,4609,1814,3678,2343,2266,0,0,0,0,0,2.5408,2.0276,,1815,1863,0,1.2531,49.1647,50.8353,0.0,0.0,LA ESTRELLA
6,Libertador General Bernardo O'Higgins,6203,Litueche,8852,3410,5461,4443,4409,1543,1435,1798,2399,1677,2.5959,1.6015,,3596,1865,0,1.6209,49.808,50.192,18.9449,17.4311,LITUECHE
6,Libertador General Bernardo O'Higgins,6204,Marchihue,8715,3307,5071,4347,4368,1387,1425,1716,2523,1664,2.6353,1.5334,,3377,1694,0,1.7186,50.1205,49.8795,19.0935,15.9151,MARCHIHUE
6,Libertador General Bernardo O'Higgins,6205,Navidad,8885,3678,6601,4521,4364,1467,1278,1848,2330,1962,2.4157,1.7947,,3675,2926,0,1.346,49.1165,50.8835,22.0822,16.511,NAVIDAD
6,Libertador General Bernardo O'Higgins,6206,Paredones,7228,2857,5686,3667,3561,1081,1080,1290,2193,1584,2.5299,1.9902,,2968,2718,0,1.2712,49.2667,50.7333,21.9148,14.9557,PAREDONES
6,Libertador General Bernardo O'Higgins,6301,San Fernando,75585,27372,31482,36247,39338,14159,14478,16619,19153,11176,2.7614,1.1502,,28464,3018,0,2.4009,52.0447,47.9553,14.786,18.7326,SAN FERNANDO
6,Libertador General Bernardo O'Higgins,6302,Chepica,15668,5533,5963,7737,7931,2565,2777,3193,4237,2896,2.8317,1.0777,,5468,495,0,2.6275,50.6191,49.3809,18.4835,16.3709,CHEPICA
6,Libertador General Bernardo O'Higgins,6303,Chimbarongo,37258,13280,14250,18467,18791,6597,7098,7587,10305,5671,2.8056,1.073,,13374,876,0,2.6146,50.4348,49.5652,15.2209,17.7063,CHIMBARONGO
6,Libertador General Bernardo O'Higgins,6304,Lolol,7791,2898,3719,3926,3865,1243,1335,1514,2197,1502,2.6884,1.2833,,2896,823,0,2.0949,49.6085,50.3915,19.2787,15.9543,LOLOL
6,Libertador General Bernardo O'Higgins,6305,Nancagua,18723,6523,7112,9222,9501,3295,3699,3980,4894,2855,2.8703,1.0903,,6511,601,0,2.6326,50.7451,49.2549,15.2486,17.5987,NANCAGUA
6,Libertador General Bernardo O'Higgins,6306,Palmilla,13060,4455,5132,6547,6513,2159,2259,2722,3689,2231,2.9315,1.152,,4547,585,0,2.5448,49.8698,50.1302,17.0827,16.5314,PALMILLA
6,Libertador General Bernardo O'Higgins,6307,Peralillo,12493,4486,5159,6211,6282,2048,2150,2579,3563,2153,2.7849,1.15,,4481,678,0,2.4216,50.2842,49.7158,17.2337,16.3932,PERALILLO
6,Libertador General Bernardo O'Higgins,6308,Placilla,9438,3288,3759,4739,4699,1639,1786,1935,2525,1553,2.8704,1.1432,,3424,335,0,2.5108,49.7881,50.2119,16.4548,17.366,PLACILLA
6,Libertador General Bernardo O'Higgins,6309,Pumanque,4559,1777,2567,2299,2260,0,0,0,0,0,2.5656,1.4446,,1864,703,0,1.776,49.5723,50.4277,0.0,0.0,PUMANQUE
6,Libertador General Bernardo O'Higgins,6310,Santa Cruz,41209,14864,16477,20037,21172,7301,7532,9267,10670,6439,2.7724,1.1085,,15027,1450,0,2.501,51.3771,48.6229,15.6252,17.717,SANTA CRUZ
7,Maule,7101,Talca,232131,85310,95719,110996,121135,40405,51670,50575,55438,34043,2.721,1.122,,85545,10174,0,2.4251,52.1839,47.8161,14.6654,17.4061,TALCA
7,Maule,7102,Constitucion,47004,17599,23445,23154,23850,8982,9012,10227,12200,6583,2.6708,1.3322,,18392,5053,0,2.0049,50.7404,49.2596,14.0052,19.109,CONSTITUCION
7,Maule,7103,Curepto,9519,3791,5199,4876,4643,1240,1545,1609,2844,2281,2.5109,1.3714,,3812,1387,0,1.8309,48.7761,51.2239,23.9626,13.0266,CUREPTO
7,Maule,7104,Empedrado,3990,1464,1892,2046,1944,0,0,0,0,0,2.7254,1.2923,,1484,408,0,2.1089,48.7218,51.2782,0.0,0.0,EMPEDRADO
7,Maule,7105,Maule,61081,20409,23298,29505,31576,13674,13019,15421,13855,5112,2.9928,1.1416,,21218,2080,0,2.6217,51.6953,48.3047,8.3692,22.3867,MAULE
7,Maule,7106,Pelarco,9229,3247,4073,4592,4637,1649,1634,1810,2532,1604,2.8423,1.2544,,3402,671,0,2.2659,50.2438,49.7562,17.38,17.8676,PELARCO
7,Maule,7107,Pencahue,9181,3423,4682,4641,4540,1446,1742,1738,2646,1609,2.6822,1.3678,,3549,1133,0,1.9609,49.45,50.55,17.5253,15.7499,PENCAHUE
7,Maule,7108,Rio Claro,14276,5132,6279,7195,7081,2438,2538,2712,4113,2475,2.7818,1.2235,,5425,854,0,2.2736,49.6007,50.3993,17.3368,17.0776,RIO CLARO
7,Maule,7109,San Clemente,47380,16662,22312,23424,23956,8878,9381,9470,12395,7256,2.8436,1.3391,,17046,5266,0,2.1235,50.5614,49.4386,15.3145,18.7379,SAN CLEMENTE
7,Maule,7110,San Rafael,11230,3925,4788,5552,5678,2129,2270,2169,2914,1748,2.8611,1.2199,,4000,788,0,2.3454,50.561,49.439,15.5654,18.9581,SAN RAFAEL
7,Maule,7201,Cauquenes,42798,16229,20267,20295,22503,7540,7615,8425,11209,8009,2.6371,1.2488,,17070,3197,0,2.1117,52.5796,47.4204,18.7135,17.6176,CAUQUENES
7,Maule,7202,Chanco,9446,3486,4442,4698,4748,1569,1595,1846,2689,1747,2.7097,1.2742,,3490,952,0,2.1265,50.2647,49.7353,18.4946,16.6102,CHANCO
7,Maule,7203,Pelluhue,8578,3488,7743,4158,4420,1497,1343,1814,2207,1717,2.4593,2.2199,,3900,3843,0,1.1078,51.5272,48.4728,20.0163,17.4516,PELLUHUE
7,Maule,7301,Curico,159968,57624,62496,77105,82863,29580,31428,36719,40346,21895,2.7761,1.0845,,57375,5121,0,2.5597,51.7997,48.2003,13.6871,18.4912,CURICO
7,Maule,7302,Hualane,10775,4069,5199,5392,5383,1703,1816,2018,3081,2157,2.6481,1.2777,,4246,953,0,2.0725,49.9582,50.0418,20.0186,15.8051,HUALANE
7,Maule,7303,Licanten,6892,2668,4500,3372,3520,1095,1170,1362,1975,1290,2.5832,1.6867,,2670,1830,0,1.5316,51.0737,48.9263,18.7174,15.888,LICANTEN
7,Maule,7304,Molina,48949,17351,19017,23906,25043,8813,9764,10275,12510,7587,2.8211,1.096,,17539,1478,0,2.574,51.1614,48.8386,15.4998,18.0045,MOLINA
7,Maule,7305,Rauco,11266,4073,4784,5613,5653,1904,2144,2189,3143,1886,2.766,1.1746,,4164,620,0,2.3549,50.1775,49.8225,16.7406,16.9004,RAUCO
7,Maule,7306,Romeral,17233,6128,7245,8448,8785,3167,3269,3776,4616,2405,2.8122,1.1823,,6298,947,0,2.3786,50.9778,49.0222,13.9558,18.3775,ROMERAL
7,Maule,7307,Sagrada Familia,19427,6735,7533,9751,9676,3258,3642,4048,5370,3109,2.8845,1.1185,,6974,559,0,2.5789,49.807,50.193,16.0035,16.7705,SAGRADA FAMILIA
7,Maule,7308,Teno,30113,10737,12501,14982,15131,5152,5752,6068,8326,4815,2.8046,1.1643,,10962,1539,0,2.4088,50.2474,49.7526,15.9898,17.1089,TENO
7,Maule,7309,Vichuquen,4716,1894,4422,2426,2290,0,0,0,0,0,2.49,2.3347,,1957,2465,0,1.0665,48.5581,51.4419,0.0,0.0,VICHUQUEN
7,Maule,7401,Linares,96744,35302,41546,46158,50586,17721,18082,20891,24848,15202,2.7405,1.1769,,36485,5061,0,2.3286,52.2885,47.7115,15.7136,18.3174,LINARES
7,Maule,7402,Colbun,22637,8224,10583,11087,11550,4149,4321,4550,5847,3770,2.7526,1.2868,,8720,1863,0,2.139,51.0227,48.9773,16.6542,18.3284,COLBUN
7,Maule,7403,Longavi,33299,12001,14137,16598,16701,5836,5940,6653,9389,5481,2.7747,1.178,,12270,1867,0,2.3555,50.1547,49.8453,16.46,17.5261,LONGAVI
7,Maule,7404,Parral,45323,17047,20794,21848,23475,8250,8084,9294,11947,7748,2.6587,1.2198,,17579,3215,0,2.1796,51.7949,48.2051,17.0951,18.2027,PARRAL
7,Maule,7405,Retiro,22310,8220,10150,11082,11228,3894,3917,4204,6474,3821,2.7141,1.2348,,8507,1643,0,2.198,50.3272,49.6728,17.1268,17.4541,RETIRO
7,Maule,7406,San Javier,49559,18078,22246,23732,25827,9469,9896,10200,12397,7597,2.7414,1.2306,,18891,3355,0,2.2278,52.1136,47.8864,15.3292,19.1065,SAN JAVIER
7,Maule,7407,Villa Alegre,17919,6674,8164,8616,9303,3237,3302,3449,4725,3206,2.6849,1.2233,,7040,1124,0,2.1949,51.917,48.083,17.8916,18.0646,VILLA ALEGRE
7,Maule,7408,Yerbas Buenas,20035,7105,8096,10007,10028,3654,3816,3974,5459,3132,2.8198,1.1395,,7333,763,0,2.4747,50.0524,49.9476,15.6326,18.2381,YERBAS BUENAS
8,Biobío,8101,Concepcion,230375,92197,101617,110985,119390,31862,57866,53592,52982,34073,2.4987,1.1022,,90583,11034,0,2.2671,51.8242,48.1758,14.7902,13.8305,CONCEPCION
8,Biobío,8102,Coronel,123648,41939,45781,59274,64374,24741,25616,26845,30758,15688,2.9483,1.0916,,42054,3727,0,2.7009,52.0623,47.9377,12.6876,20.0092,CORONEL
8,Biobío,8103,Chiguayante,85822,29395,30674,40464,45358,14251,17854,17729,22821,13167,2.9196,1.0435,,29522,1152,0,2.7979,52.8513,47.1487,15.3422,16.6053,CHIGUAYANTE
8,Biobío,8104,Florida,12958,4956,6748,6455,6503,2052,2127,2597,3689,2493,2.6146,1.3616,,4952,1796,0,1.9203,50.1852,49.8148,19.2391,15.8358,FLORIDA
8,Biobío,8105,Hualqui,25795,8824,10881,12388,13407,4889,5283,5435,6558,3630,2.9233,1.2331,,9167,1714,0,2.3706,51.9752,48.0248,14.0725,18.9533,HUALQUI
8,Biobío,8106,Lota,39980,13835,15994,19342,20638,6612,8124,6942,11409,6893,2.8898,1.1561,,13844,2150,0,2.4997,51.6208,48.3792,17.2411,16.5383,LOTA
8,Biobío,8107,Penco,48971,16858,17587,23370,25601,8525,9996,10291,12603,7556,2.9049,1.0432,,16920,667,0,2.7845,52.2779,47.7221,15.4295,17.4083,PENCO
8,Biobío,8108,San Pedro De La Paz,150992,52351,56920,72262,78730,30344,32217,35905,36132,16394,2.8842,1.0873,,54702,2218,0,2.6527,52.1418,47.8582,10.8575,20.0964,SAN PEDRO DE LA PAZ
8,Biobío,8109,Santa Juana,14947,5603,7532,7203,7744,2703,2865,2879,4006,2494,2.6677,1.3443,,5684,1848,0,1.9845,51.8097,48.1903,16.6856,18.0839,SANTA JUANA
8,Biobío,8110,Talcahuano,147322,51086,53938,70548,76774,24209,30699,31213,37296,23905,2.8838,1.0558,,50765,3173,0,2.7313,52.1131,47.8869,16.2264,16.4327,TALCAHUANO
8,Biobío,8111,Tome,56907,20751,25130,26964,29943,9257,10769,11507,15300,10074,2.7424,1.211,,20944,4186,0,2.2645,52.6174,47.3826,17.7026,16.2669,TOME
8,Biobío,8112,Hualpen,87731,30684,32364,41521,46210,13910,18249,18189,23400,13983,2.8592,1.0548,,31003,1361,0,2.7108,52.6724,47.3276,15.9385,15.8553,HUALPEN
8,Biobío,8201,Lebu,25246,8825,10277,12333,12913,4739,5014,5384,6494,3615,2.8607,1.1645,,8802,1475,0,2.4566,51.1487,48.8513,14.3191,18.7713,LEBU
8,Biobío,8202,Arauco,37163,13212,15190,18128,19035,6837,7332,7902,9751,5341,2.8128,1.1497,,13191,1999,0,2.4465,51.2203,48.7797,14.3718,18.3973,ARAUCO
8,Biobío,8203,Canete,34640,12568,14535,16602,18038,6801,6513,7321,8831,5174,2.7562,1.1565,,12560,1975,0,2.3832,52.0727,47.9273,14.9365,19.6334,CANETE
8,Biobío,8204,Contulmo,5905,2290,2992,2925,2980,0,0,0,0,0,2.5786,1.3066,,2312,680,0,1.9736,50.4657,49.5343,0.0,0.0,CONTULMO
8,Biobío,8205,Curanilahue,31119,11133,13235,15127,15992,5865,6071,6279,8216,4688,2.7952,1.1888,,11353,1882,0,2.3513,51.3898,48.6102,15.0648,18.847,CURANILAHUE
8,Biobío,8206,Los Alamos,21950,7997,9317,10581,11369,4422,4317,4641,5629,2941,2.7448,1.1651,,8177,1140,0,2.3559,51.795,48.205,13.3986,20.1458,LOS ALAMOS
8,Biobío,8207,Tirua,10208,3609,4896,5023,5185,2133,2232,2185,2415,1243,2.8285,1.3566,,3617,1279,0,2.085,50.7935,49.2065,12.1767,20.8954,TIRUA
8,Biobío,8301,Los Angeles,219441,78739,93310,105436,114005,41913,44340,48283,55439,29466,2.7869,1.1851,,80465,12845,0,2.3517,51.9525,48.0475,13.4278,19.0999,LOS ANGELES
8,Biobío,8302,Antuco,4373,1723,2672,2125,2248,0,0,0,0,0,2.538,1.5508,,1735,937,0,1.6366,51.4064,48.5936,0.0,0.0,ANTUCO
8,Biobío,8303,Cabrero,31256,11393,13272,15264,15992,5527,6130,6410,8563,4626,2.7434,1.1649,,11408,1864,0,2.355,51.1646,48.8354,14.8004,17.683,CABRERO
8,Biobío,8304,Laja,23706,8565,10091,11451,12255,4240,4709,4529,6282,3946,2.7678,1.1782,,8569,1522,0,2.3492,51.6958,48.3042,16.6456,17.8858,LAJA
8,Biobío,8305,Mulchen,29036,10169,11593,14093,14943,5251,5841,5798,7419,4727,2.8553,1.14,,10087,1506,0,2.5046,51.4637,48.5363,16.2798,18.0844,MULCHEN
8,Biobío,8306,Nacimiento,26140,9234,11089,12790,13350,4867,5181,5168,6915,4009,2.8308,1.2009,,9334,1755,0,2.3573,51.0712,48.9288,15.3366,18.619,NACIMIENTO
8,Biobío,8307,Negrete,10723,3762,4421,5273,5450,1969,2040,2194,2872,1648,2.8503,1.1752,,3807,614,0,2.4255,50.8253,49.1747,15.3688,18.3624,NEGRETE
8,Biobío,8308,Quilaco,4440,1731,2452,2210,2230,0,0,0,0,0,2.565,1.4165,,1743,709,0,1.8108,50.2252,49.7748,0.0,0.0,QUILACO
8,Biobío,8309,Quilleco,9700,3584,4502,4826,4874,1573,1718,1721,2705,1983,2.7065,1.2561,,3649,853,0,2.1546,50.2474,49.7526,20.4433,16.2165,QUILLECO
8,Biobío,8310,San Rosendo,3575,1323,1867,1753,1822,0,0,0,0,0,2.7022,1.4112,,1313,554,0,1.9148,50.965,49.035,0.0,0.0,SAN ROSENDO
8,Biobío,8311,Santa Barbara,14075,5218,6395,6847,7228,2474,2824,2816,3562,2399,2.6974,1.2256,,5379,1016,0,2.2009,51.3535,48.6465,17.0444,17.5773,SANTA BARBARA
8,Biobío,8312,Tucapel,15729,6182,7795,7568,8161,2664,2926,3132,4066,2941,2.5443,1.2609,,6406,1389,0,2.0178,51.8851,48.1149,18.6979,16.9369,TUCAPEL
8,Biobío,8313,Yumbel,23170,8894,14112,11359,11811,3706,3884,4421,6560,4599,2.6051,1.5867,,9056,5056,0,1.6419,50.9754,49.0246,19.8489,15.9948,YUMBEL
8,Biobío,8314,Alto Biobio,6016,2030,2776,3005,3011,1422,1414,1368,1261,551,2.9635,1.3675,,2084,692,0,2.1671,50.0499,49.9501,9.1589,23.637,ALTO BIOBIO
9,La Araucanía,9101,Temuco,292518,110729,129228,138163,154355,50846,66782,66883,69165,38842,2.6417,1.1671,,112823,16405,0,2.2636,52.7677,47.2323,13.2785,17.3822,TEMUCO
9,La Araucanía,9102,Carahue,24957,9095,11658,12208,12749,4573,4769,4825,6339,4451,2.744,1.2818,,9473,2185,0,2.1408,51.0839,48.9161,17.8347,18.3235,CARAHUE
9,La Araucanía,9103,Cunco,19177,7332,10541,9368,9809,3260,3438,3500,5129,3850,2.6155,1.4377,,7929,2612,0,1.8193,51.1498,48.8502,20.0761,16.9995,CUNCO
9,La Araucanía,9104,Curarrehue,7733,2907,4432,3901,3832,1543,1453,1643,1968,1126,2.6601,1.5246,,3313,1119,0,1.7448,49.5539,50.4461,14.561,19.9534,CURARREHUE
9,La Araucanía,9105,Freire,26164,9724,12597,13029,13135,4377,5035,4869,7303,4580,2.6907,1.2955,,10379,2218,0,2.077,50.2026,49.7974,17.505,16.7291,FREIRE
9,La Araucanía,9106,Galvarino,12710,4516,5476,6360,6350,2452,2492,2417,3295,2054,2.8144,1.2126,,4773,703,0,2.321,49.9607,50.0393,16.1605,19.2919,GALVARINO
9,La Araucanía,9107,Gorbea,14148,5587,6702,6778,7370,2276,2541,2608,3812,2911,2.5323,1.1996,,5784,918,0,2.111,52.0922,47.9078,20.5753,16.0871,GORBEA
9,La Araucanía,9108,Lautaro,41936,14825,18221,20197,21739,8231,8840,8727,10389,5749,2.8287,1.2291,,16168,2053,0,2.3015,51.8385,48.1615,13.709,19.6275,LAUTARO
9,La Araucanía,9109,Loncoche,25158,9576,12378,12201,12957,4416,4626,4883,6682,4551,2.6272,1.2926,,10293,2085,0,2.0325,51.5025,48.4975,18.0897,17.5531,LONCOCHE
9,La Araucanía,9110,Melipeuco,6796,2632,3614,3342,3454,1208,1210,1348,1756,1274,2.5821,1.3731,,2786,828,0,1.8805,50.824,49.176,18.7463,17.7752,MELIPEUCO
9,La Araucanía,9111,Nueva Imperial,33988,12117,14842,16546,17442,6232,6793,6495,8681,5787,2.805,1.2249,,12741,2101,0,2.29,51.3181,48.6819,17.0266,18.3359,NUEVA IMPERIAL
9,La Araucanía,9112,Padre Las Casas,80656,27719,32157,38960,41696,15982,17697,16980,19996,10001,2.9098,1.1601,,28908,3249,0,2.5082,51.6961,48.3039,12.3996,19.815,PADRE LAS CASAS
9,La Araucanía,9113,Perquenco,7438,2742,3345,3631,3807,1383,1409,1407,2048,1191,2.7126,1.2199,,2853,492,0,2.2236,51.1831,48.8169,16.0124,18.5937,PERQUENCO
9,La Araucanía,9114,Pitrufquen,27041,10272,13114,12988,14053,4797,5169,5435,7071,4569,2.6325,1.2767,,11130,1984,0,2.062,51.9692,48.0308,16.8966,17.7397,PITRUFQUEN
9,La Araucanía,9115,Pucon,32321,12565,28773,15767,16554,6183,6064,7695,8025,4354,2.5723,2.2899,,13477,15296,0,1.1233,51.2175,48.7825,13.4711,19.13,PUCON
9,La Araucanía,9116,Saavedra,12877,4930,6757,6275,6602,2352,2234,2423,3387,2481,2.612,1.3706,,5128,1629,0,1.9057,51.2697,48.7303,19.2669,18.2651,SAAVEDRA
9,La Araucanía,9117,Teodoro Schmidt,15639,6051,8008,7758,7881,2788,2522,2943,4265,3121,2.5845,1.3234,,6333,1675,0,1.9529,50.3932,49.6068,19.9565,17.8272,TEODORO SCHMIDT
9,La Araucanía,9118,Tolten,10041,3860,4954,4941,5100,1709,1844,1805,2813,1870,2.6013,1.2834,,3911,1043,0,2.0268,50.7918,49.2082,18.6236,17.0202,TOLTEN
9,La Araucanía,9119,Vilcun,31575,11237,13928,15386,16189,6119,6478,6538,8116,4324,2.8099,1.2395,,11781,2147,0,2.267,51.2716,48.7284,13.6944,19.3793,VILCUN
9,La Araucanía,9120,Villarrica,67737,25214,43272,32807,34930,13190,12391,15185,17124,9847,2.6865,1.7162,,28128,15144,0,1.5654,51.5671,48.4329,14.5371,19.4724,VILLARRICA
9,La Araucanía,9121,Cholchol,13167,4553,5272,6578,6589,2683,2621,2605,3209,2049,2.8919,1.1579,,4670,602,0,2.4975,50.0418,49.9582,15.5616,20.3767,CHOLCHOL
9,La Araucanía,9201,Angol,53022,19276,22141,25143,27879,9807,10348,11446,13198,8223,2.7507,1.1486,,20462,1679,0,2.3947,52.5801,47.4199,15.5087,18.4961,ANGOL
9,La Araucanía,9202,Collipulli,24303,8814,10504,11731,12572,4566,4852,4941,6205,3739,2.7573,1.1917,,9388,1116,0,2.3137,51.7302,48.2698,15.3849,18.7878,COLLIPULLI
9,La Araucanía,9203,Curacautin,18536,7109,9923,8944,9592,3185,3228,3662,4945,3516,2.6074,1.3958,,7527,2396,0,1.868,51.7479,48.2521,18.9685,17.1828,CURACAUTIN
9,La Araucanía,9204,Ercilla,7730,2789,3784,3750,3980,1571,1561,1485,1888,1225,2.7716,1.3568,,3183,601,0,2.0428,51.4877,48.5123,15.8473,20.3234,ERCILLA
9,La Araucanía,9205,Lonquimay,10247,3774,5662,5125,5122,2074,2023,1966,2597,1587,2.7152,1.5003,,3991,1671,0,1.8098,49.9854,50.0146,15.4875,20.2401,LONQUIMAY
9,La Araucanía,9206,Los Sauces,7348,2720,3373,3636,3712,1314,1300,1414,2006,1314,2.7015,1.2401,,2788,585,0,2.1785,50.5171,49.4829,17.8824,17.8824,LOS SAUCES
9,La Araucanía,9207,Lumaco,9253,3404,4217,4691,4562,1670,1748,1752,2500,1583,2.7183,1.2388,,3565,652,0,2.1942,49.3029,50.6971,17.108,18.0482,LUMACO
9,La Araucanía,9208,Puren,12184,4518,5301,5793,6391,2259,2196,2404,3230,2095,2.6968,1.1733,,4625,676,0,2.2984,52.454,47.546,17.1947,18.5407,PUREN
9,La Araucanía,9209,Renaico,10686,3837,4519,5150,5536,2012,1981,2202,2837,1654,2.785,1.1777,,4063,456,0,2.3647,51.8061,48.1939,15.4782,18.8284,RENAICO
9,La Araucanía,9210,Traiguen,18873,7044,8389,8971,9902,3460,3472,3486,4947,3508,2.6793,1.1909,,7510,879,0,2.2497,52.4665,47.5335,18.5874,18.3331,TRAIGUEN
9,La Araucanía,9211,Victoria,34464,12479,14463,16600,17864,6218,6499,6907,8981,5859,2.7618,1.159,,13112,1351,0,2.3829,51.8338,48.1662,17.0003,18.042,VICTORIA
